YearStart,YearEnd,LocationAbbr,LocationDesc,Datasource,Class,Topic,Question,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Alt,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit ,Sample_Size,Total,Age(months),Gender,Race/Ethnicity,GeoLocation,ClassID,TopicID,QuestionID,DataValueTypeID,LocationID,StratificationCategory1,Stratification1,StratificationCategoryId1,StratificationID1
2012,2012,WI,Wisconsin,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,,Value,24.1,24.1,,,20.9,27.3,697,,,,American Indian/Alaska Native,"(44.39319117400049, -89.81637074199966)",OWS,OWS1,Q060,VALUE,55,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA
2010,2010,WI,Wisconsin,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,,Value,25.9,25.9,,,22.7,29.2,694,,,,American Indian/Alaska Native,"(44.39319117400049, -89.81637074199966)",OWS,OWS1,Q060,VALUE,55,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA
2012,2012,WY,Wyoming,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,,Value,2.8,2.8,,,0.1,5.6,142,,3 - 5,,,"(43.23554134300048, -108.10983035299967)",OWS,OWS1,Q060,VALUE,56,Age (months),3 - 5,AGEMO,AGEMO35
2008,2008,WY,Wyoming,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,,Value,3.7,3.7,,,2.4,5.1,801,,3 - 5,,,"(43.23554134300048, -108.10983035299967)",OWS,OWS1,Q060,VALUE,56,Age (months),3 - 5,AGEMO,AGEMO35
2010,2010,WY,Wyoming,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,,Value,4.8,4.8,,,1.3,8.3,146,,3 - 5,,,"(43.23554134300048, -108.10983035299967)",OWS,OWS1,Q060,VALUE,56,Age (months),3 - 5,AGEMO,AGEMO35
2012,2012,WY,Wyoming,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,,Value,6.1,6.1,,,4.1,8.1,559,,6 - 11,,,"(43.23554134300048, -108.10983035299967)",OWS,OWS1,Q060,VALUE,56,Age (months),6 - 11,AGEMO,AGEMO611
2008,2008,WY,Wyoming,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,,Value,6.5,6.5,,,5.1,7.8,1315,,6 - 11,,,"(43.23554134300048, -108.10983035299967)",OWS,OWS1,Q060,VALUE,56,Age (months),6 - 11,AGEMO,AGEMO611
2010,2010,WY,Wyoming,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,,Value,8.0,8.0,,,5.8,10.1,602,,6 - 11,,,"(43.23554134300048, -108.10983035299967)",OWS,OWS1,Q060,VALUE,56,Age (months),6 - 11,AGEMO,AGEMO611
2012,2012,WY,Wyoming,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,,Value,8.2,8.2,,,6.6,9.8,1100,,12 - 17,,,"(43.23554134300048, -108.10983035299967)",OWS,OWS1,Q060,VALUE,56,Age (months),12 - 17,AGEMO,AGEMO1217
2008,2008,WY,Wyoming,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,,Value,8.3,8.3,,,6.6,10.0,1019,,12 - 17,,,"(43.23554134300048, -108.10983035299967)",OWS,OWS1,Q060,VALUE,56,Age (months),12 - 17,AGEMO,AGEMO1217
2010,2010,WY,Wyoming,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,,Value,9.7,9.7,,,8.0,11.4,1189,,12 - 17,,,"(43.23554134300048, -108.10983035299967)",OWS,OWS1,Q060,VALUE,56,Age (months),12 - 17,AGEMO,AGEMO1217
2010,2010,WY,Wyoming,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,,Value,11.6,11.6,,,9.7,13.5,1060,,18 - 23,,,"(43.23554134300048, -108.10983035299967)",OWS,OWS1,Q060,VALUE,56,Age (months),18 - 23,AGEMO,AGEMO1823
2008,2008,WY,Wyoming,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,,Value,12.3,12.3,,,10.1,14.5,845,,18 - 23,,,"(43.23554134300048, -108.10983035299967)",OWS,OWS1,Q060,VALUE,56,Age (months),18 - 23,AGEMO,AGEMO1823
2012,2012,WY,Wyoming,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,,Value,13.3,13.3,,,11.0,15.5,859,,18 - 23,,,"(43.23554134300048, -108.10983035299967)",OWS,OWS1,Q060,VALUE,56,Age (months),18 - 23,AGEMO,AGEMO1823
2008,2008,WY,Wyoming,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,,Value,6.7,6.7,,,5.6,7.9,1927,,,Female,,"(43.23554134300048, -108.10983035299967)",OWS,OWS1,Q060,VALUE,56,Gender,Female,GEN,FEMALE
2012,2012,WY,Wyoming,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,,Value,7.9,7.9,,,6.4,9.4,1254,,,Female,,"(43.23554134300048, -108.10983035299967)",OWS,OWS1,Q060,VALUE,56,Gender,Female,GEN,FEMALE
2008,2008,WY,Wyoming,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,,Value,8.5,8.5,,,7.3,9.7,2053,,,Male,,"(43.23554134300048, -108.10983035299967)",OWS,OWS1,Q060,VALUE,56,Gender,Male,GEN,MALE
2010,2010,WY,Wyoming,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,,Value,8.7,8.7,,,7.2,10.1,1476,,,Female,,"(43.23554134300048, -108.10983035299967)",OWS,OWS1,Q060,VALUE,56,Gender,Female,GEN,FEMALE
2012,2012,WY,Wyoming,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,,Value,10.2,10.2,,,8.6,11.8,1406,,,Male,,"(43.23554134300048, -108.10983035299967)",OWS,OWS1,Q060,VALUE,56,Gender,Male,GEN,MALE
2010,2010,WY,Wyoming,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,,Value,10.8,10.8,,,9.3,12.4,1521,,,Male,,"(43.23554134300048, -108.10983035299967)",OWS,OWS1,Q060,VALUE,56,Gender,Male,GEN,MALE
2008,2008,WY,Wyoming,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,,Value,7.6,7.6,,,6.8,8.5,3980,Total,,,,"(43.23554134300048, -108.10983035299967)",OWS,OWS1,Q060,VALUE,56,Total,Total,OVR,OVERALL
2012,2012,WY,Wyoming,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,,Value,9.1,9.1,,,8.0,10.2,2660,Total,,,,"(43.23554134300048, -108.10983035299967)",OWS,OWS1,Q060,VALUE,56,Total,Total,OVR,OVERALL
2010,2010,WY,Wyoming,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,,Value,9.8,9.8,,,8.7,10.8,2997,Total,,,,"(43.23554134300048, -108.10983035299967)",OWS,OWS1,Q060,VALUE,56,Total,Total,OVR,OVERALL
2010,2010,WY,Wyoming,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,,Value,,,~,"Data not available because sample size is insufficient.  If data only missing for the confidence interval, the confidence interval was not calculated.",,,,,,,Asian/Pacific Islander,"(43.23554134300048, -108.10983035299967)",OWS,OWS1,Q060,VALUE,56,Race/Ethnicity,Asian/Pacific Islander,RACE,RACEAPI
2012,2012,WY,Wyoming,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,,Value,,,~,"Data not available because sample size is insufficient.  If data only missing for the confidence interval, the confidence interval was not calculated.",,,,,,,Asian/Pacific Islander,"(43.23554134300048, -108.10983035299967)",OWS,OWS1,Q060,VALUE,56,Race/Ethnicity,Asian/Pacific Islander,RACE,RACEAPI
2008,2008,WY,Wyoming,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,,Value,4.0,4.0,,,0.0,9.6,50,,,,Asian/Pacific Islander,"(43.23554134300048, -108.10983035299967)",OWS,OWS1,Q060,VALUE,56,Race/Ethnicity,Asian/Pacific Islander,RACE,RACEAPI
2008,2008,WY,Wyoming,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,,Value,7.2,7.2,,,6.2,8.2,2522,,,,Non-Hispanic White,"(43.23554134300048, -108.10983035299967)",OWS,OWS1,Q060,VALUE,56,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT
2008,2008,WY,Wyoming,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,,Value,7.8,7.8,,,6.2,9.5,982,,,,Hispanic,"(43.23554134300048, -108.10983035299967)",OWS,OWS1,Q060,VALUE,56,Race/Ethnicity,Hispanic,RACE,RACEHIS
2010,2010,WY,Wyoming,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,,Value,7.8,7.8,,,6.6,8.9,2031,,,,Non-Hispanic White,"(43.23554134300048, -108.10983035299967)",OWS,OWS1,Q060,VALUE,56,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT
2012,2012,WY,Wyoming,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,,Value,8.4,8.4,,,7.1,9.7,1779,,,,Non-Hispanic White,"(43.23554134300048, -108.10983035299967)",OWS,OWS1,Q060,VALUE,56,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT
2012,2012,WY,Wyoming,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,,Value,10.6,10.6,,,8.3,13.0,668,,,,Hispanic,"(43.23554134300048, -108.10983035299967)",OWS,OWS1,Q060,VALUE,56,Race/Ethnicity,Hispanic,RACE,RACEHIS
2012,2012,WY,Wyoming,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,,Value,11.4,11.4,,,4.6,18.1,88,,,,Non-Hispanic Black,"(43.23554134300048, -108.10983035299967)",OWS,OWS1,Q060,VALUE,56,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK
2012,2012,WY,Wyoming,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,,Value,12.5,12.5,,,5.5,19.5,88,,,,American Indian/Alaska Native,"(43.23554134300048, -108.10983035299967)",OWS,OWS1,Q060,VALUE,56,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA
2010,2010,WY,Wyoming,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,,Value,13.2,13.2,,,5.4,20.9,76,,,,Non-Hispanic Black,"(43.23554134300048, -108.10983035299967)",OWS,OWS1,Q060,VALUE,56,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK
2008,2008,WY,Wyoming,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,,Value,13.3,13.3,,,6.7,19.9,105,,,,Non-Hispanic Black,"(43.23554134300048, -108.10983035299967)",OWS,OWS1,Q060,VALUE,56,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK
2010,2010,WY,Wyoming,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,,Value,13.8,13.8,,,11.4,16.2,799,,,,Hispanic,"(43.23554134300048, -108.10983035299967)",OWS,OWS1,Q060,VALUE,56,Race/Ethnicity,Hispanic,RACE,RACEHIS
2008,2008,WY,Wyoming,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,,Value,16.2,16.2,,,8.8,23.5,99,,,,American Indian/Alaska Native,"(43.23554134300048, -108.10983035299967)",OWS,OWS1,Q060,VALUE,56,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA
2010,2010,WY,Wyoming,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,,Value,18.1,18.1,,,9.0,27.2,72,,,,American Indian/Alaska Native,"(43.23554134300048, -108.10983035299967)",OWS,OWS1,Q060,VALUE,56,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA
2010,2010,GU,Guam,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,,Value,4.6,4.6,,,1.0,8.2,131,,3 - 5,,,"(13.444304, 144.793731)",OWS,OWS1,Q060,VALUE,66,Age (months),3 - 5,AGEMO,AGEMO35
2008,2008,GU,Guam,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,,Value,8.5,8.5,,,6.7,10.3,931,,6 - 11,,,"(13.444304, 144.793731)",OWS,OWS1,Q060,VALUE,66,Age (months),6 - 11,AGEMO,AGEMO611
2008,2008,GU,Guam,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,,Value,8.7,8.7,,,2.8,14.6,92,,3 - 5,,,"(13.444304, 144.793731)",OWS,OWS1,Q060,VALUE,66,Age (months),3 - 5,AGEMO,AGEMO35
2012,2012,GU,Guam,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,,Value,8.7,8.7,,,6.6,10.8,713,,12 - 17,,,"(13.444304, 144.793731)",OWS,OWS1,Q060,VALUE,66,Age (months),12 - 17,AGEMO,AGEMO1217
2010,2010,GU,Guam,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,,Value,8.9,8.9,,,7.0,10.8,899,,12 - 17,,,"(13.444304, 144.793731)",OWS,OWS1,Q060,VALUE,66,Age (months),12 - 17,AGEMO,AGEMO1217
2012,2012,GU,Guam,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,,Value,9.4,9.4,,,7.3,11.6,709,,18 - 23,,,"(13.444304, 144.793731)",OWS,OWS1,Q060,VALUE,66,Age (months),18 - 23,AGEMO,AGEMO1823
2008,2008,GU,Guam,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,,Value,10.1,10.1,,,7.7,12.6,593,,18 - 23,,,"(13.444304, 144.793731)",OWS,OWS1,Q060,VALUE,66,Age (months),18 - 23,AGEMO,AGEMO1823
2012,2012,GU,Guam,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,,Value,10.2,10.2,,,4.6,15.7,118,,6 - 11,,,"(13.444304, 144.793731)",OWS,OWS1,Q060,VALUE,66,Age (months),6 - 11,AGEMO,AGEMO611
2008,2008,GU,Guam,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,,Value,10.2,10.2,,,7.9,12.4,719,,12 - 17,,,"(13.444304, 144.793731)",OWS,OWS1,Q060,VALUE,66,Age (months),12 - 17,AGEMO,AGEMO1217
2010,2010,GU,Guam,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,,Value,10.5,10.5,,,8.3,12.7,771,,18 - 23,,,"(13.444304, 144.793731)",OWS,OWS1,Q060,VALUE,66,Age (months),18 - 23,AGEMO,AGEMO1823
2012,2012,GU,Guam,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,,Value,10.6,10.6,,,3.9,17.3,85,,3 - 5,,,"(13.444304, 144.793731)",OWS,OWS1,Q060,VALUE,66,Age (months),3 - 5,AGEMO,AGEMO35
2010,2010,GU,Guam,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,,Value,13.2,13.2,,,8.7,17.7,220,,6 - 11,,,"(13.444304, 144.793731)",OWS,OWS1,Q060,VALUE,66,Age (months),6 - 11,AGEMO,AGEMO611
2012,2012,GU,Guam,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,,Value,7.9,7.9,,,6.0,9.8,758,,,Female,,"(13.444304, 144.793731)",OWS,OWS1,Q060,VALUE,66,Gender,Female,GEN,FEMALE
2010,2010,GU,Guam,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,,Value,8.5,8.5,,,6.8,10.3,962,,,Female,,"(13.444304, 144.793731)",OWS,OWS1,Q060,VALUE,66,Gender,Female,GEN,FEMALE
2008,2008,GU,Guam,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,,Value,9.2,9.2,,,7.5,10.9,1130,,,Female,,"(13.444304, 144.793731)",OWS,OWS1,Q060,VALUE,66,Gender,Female,GEN,FEMALE
2008,2008,GU,Guam,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,,Value,9.6,9.6,,,8.0,11.3,1205,,,Male,,"(13.444304, 144.793731)",OWS,OWS1,Q060,VALUE,66,Gender,Male,GEN,MALE
2012,2012,GU,Guam,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,,Value,10.4,10.4,,,8.3,12.4,867,,,Male,,"(13.444304, 144.793731)",OWS,OWS1,Q060,VALUE,66,Gender,Male,GEN,MALE
2010,2010,GU,Guam,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,,Value,10.8,10.8,,,8.9,12.6,1059,,,Male,,"(13.444304, 144.793731)",OWS,OWS1,Q060,VALUE,66,Gender,Male,GEN,MALE
2012,2012,GU,Guam,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,,Value,9.2,9.2,,,7.8,10.6,1625,Total,,,,"(13.444304, 144.793731)",OWS,OWS1,Q060,VALUE,66,Total,Total,OVR,OVERALL
2008,2008,GU,Guam,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,,Value,9.4,9.4,,,8.2,10.6,2335,Total,,,,"(13.444304, 144.793731)",OWS,OWS1,Q060,VALUE,66,Total,Total,OVR,OVERALL
2010,2010,GU,Guam,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,,Value,9.7,9.7,,,8.4,11.0,2021,Total,,,,"(13.444304, 144.793731)",OWS,OWS1,Q060,VALUE,66,Total,Total,OVR,OVERALL
2010,2010,GU,Guam,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,,Value,,,~,"Data not available because sample size is insufficient.  If data only missing for the confidence interval, the confidence interval was not calculated.",,,,,,,American Indian/Alaska Native,"(13.444304, 144.793731)",OWS,OWS1,Q060,VALUE,66,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA
2012,2012,GU,Guam,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,,Value,,,~,"Data not available because sample size is insufficient.  If data only missing for the confidence interval, the confidence interval was not calculated.",,,,,,,American Indian/Alaska Native,"(13.444304, 144.793731)",OWS,OWS1,Q060,VALUE,66,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA
2008,2008,GU,Guam,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,,Value,,,~,"Data not available because sample size is insufficient.  If data only missing for the confidence interval, the confidence interval was not calculated.",,,,,,,Hispanic,"(13.444304, 144.793731)",OWS,OWS1,Q060,VALUE,66,Race/Ethnicity,Hispanic,RACE,RACEHIS
2010,2010,GU,Guam,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,,Value,,,~,"Data not available because sample size is insufficient.  If data only missing for the confidence interval, the confidence interval was not calculated.",,,,,,,Hispanic,"(13.444304, 144.793731)",OWS,OWS1,Q060,VALUE,66,Race/Ethnicity,Hispanic,RACE,RACEHIS
2012,2012,GU,Guam,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,,Value,,,~,"Data not available because sample size is insufficient.  If data only missing for the confidence interval, the confidence interval was not calculated.",,,,,,,Hispanic,"(13.444304, 144.793731)",OWS,OWS1,Q060,VALUE,66,Race/Ethnicity,Hispanic,RACE,RACEHIS
2008,2008,GU,Guam,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,,Value,,,~,"Data not available because sample size is insufficient.  If data only missing for the confidence interval, the confidence interval was not calculated.",,,,,,,Non-Hispanic Black,"(13.444304, 144.793731)",OWS,OWS1,Q060,VALUE,66,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK
2010,2010,GU,Guam,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,,Value,,,~,"Data not available because sample size is insufficient.  If data only missing for the confidence interval, the confidence interval was not calculated.",,,,,,,Non-Hispanic Black,"(13.444304, 144.793731)",OWS,OWS1,Q060,VALUE,66,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK
2012,2012,GU,Guam,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,,Value,,,~,"Data not available because sample size is insufficient.  If data only missing for the confidence interval, the confidence interval was not calculated.",,,,,,,Non-Hispanic Black,"(13.444304, 144.793731)",OWS,OWS1,Q060,VALUE,66,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK
2010,2010,GU,Guam,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,,Value,7.5,7.5,,,0.2,14.9,53,,,,Non-Hispanic White,"(13.444304, 144.793731)",OWS,OWS1,Q060,VALUE,66,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT
2008,2008,GU,Guam,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,,Value,7.8,7.8,,,0.2,15.5,51,,,,Non-Hispanic White,"(13.444304, 144.793731)",OWS,OWS1,Q060,VALUE,66,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT
2012,2012,GU,Guam,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,,Value,8.0,8.0,,,0.2,15.8,50,,,,Non-Hispanic White,"(13.444304, 144.793731)",OWS,OWS1,Q060,VALUE,66,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT
2012,2012,GU,Guam,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,,Value,9.3,9.3,,,7.9,10.8,1564,,,,Asian/Pacific Islander,"(13.444304, 144.793731)",OWS,OWS1,Q060,VALUE,66,Race/Ethnicity,Asian/Pacific Islander,RACE,RACEAPI
2008,2008,GU,Guam,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,,Value,9.5,9.5,,,8.3,10.8,2262,,,,Asian/Pacific Islander,"(13.444304, 144.793731)",OWS,OWS1,Q060,VALUE,66,Race/Ethnicity,Asian/Pacific Islander,RACE,RACEAPI
2010,2010,GU,Guam,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,,Value,9.8,9.8,,,8.5,11.1,1932,,,,Asian/Pacific Islander,"(13.444304, 144.793731)",OWS,OWS1,Q060,VALUE,66,Race/Ethnicity,Asian/Pacific Islander,RACE,RACEAPI
